ObservedAgentID;CounterpartyID;EnterpriseNationalIDflag;ENI;ENINEV;LEI;LEINEV;RACI;BCI;NPNI;CountryNPNI;HeadOfficeUndertakingID;HeadOfficeUndertakingIDNEV;ImmediateParentUndertakingID;ImmediateParentUndertakingIDNEV;UltimateParentUndertakingID;UltimateParentundertakingIDNEV;TypeofEntity;Enterprise;Name;Lastname;Firstname;FirstnameNEV;Birthdate;Street;Streetnumber;City;NUTS;Postalcode;PostalcodeNEV;Country;Legalform;InstitutionalSector;EconomicActivity;StatusOfLegalProceedings;DateOfInitiationOfLegalProceedings;DateOfInitiationOfLegalProceedingsNEV;EnterpriseSize;DateOfEnterpriseSize;DateOfEnterpriseSizeNEV;NumberOfEmployees;NumberOfEmployeesNEV;BalanceSheetTotal;BalanceSheetTotalNEV;AnnualTurnover;AnnualTurnoverNEV;AccountingStandard;ENINAFlag;NatPersonNINApFlag
444555999;220-00-03527-71_2;;;;;;73051299915;;73051299915;BE;;;;;;;NLE;N;;VJPHUGP;Ratysy J A Q;;1973-05-12;Hytnpdlle 35;;VIELSALM;;6690;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03528-72_1;;;;;;1,23E+12;;1,23E+12;BE;;;;;;;NLE;N;;DIIGORNAT;Odujtmv M V U;;1974-05-18;Rppbe Bc Cnwmdu 13;;MALMEDY;;75008;;FR;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03528-72_2;;;;;;1,33E+12;;1,33E+12;BE;;;;;;;NLE;N;;DVWIOY;Locopvus A O P;;1976-01-10;Rppbe Bc Cnwmdu 13;;MALMEDY;;75008;;FR;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03532-76_1;;;;;;2,33E+12;;2,33E+12;BE;;;;;;;NLE;N;;CEPPAHFVYE;Clsspa V E C;;1972-11-07;Rby Myisl 84;;MALMEDY;;75008;;FR;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03539-83_1;;;;;;2,23E+12;;2,23E+12;BE;;;;;;;NLE;N;;GLXAK;Moqyucc A X H W;;1972-07-17;Bhlgxqk Hfdyiqup 55s;;VIELSALM-PETIT THIER;;75008;;FR;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03542-86_1;;;;;;2,30E+12;;2,30E+12;BE;;;;;;;NLE;N;;MTXBJII;Sioxix;;1967-07-07;Mdmrtqvlt Xnpbvdt 55;;EUPEN;;75008;;FR;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03542-86_2;;;;;;3,23E+12;;3,23E+12;BE;;;;;;;NLE;N;;DOAWUCI;Aojoa;;1967-02-13;Mdmrtqvlt Xnpbvdt 55;;EUPEN;;75008;;FR;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03543-87_1;;;;;;3,03E+12;;3,03E+12;BE;;;;;;;NLE;N;;HVIINIFB;Kbnq;;1963-10-13;Flaghcny 7;;EUPEN;;75008;;FR;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03543-87_2;;;;;;65111299983;;65111299983;BE;;;;;;;NLE;N;;KNPTATQ;Mybtt-qjbievf;;1965-11-12;Flaghcny 7;;EUPEN;;4700;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03545-89_1;;;;;;71111899929;;71111899929;BE;;;;;;;NLE;N;;JQRVLIJGB;Mmvd Cneqsr T;;1971-11-18;Ahhjum Gm Ir Gnsi 04;;TROIS-PONTS;;4980;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03546-90_1;;;;;;75010699915;;75010699915;BE;;;;;;;NLE;N;;KOIFTVR;Elangvfu;;1975-01-06;Rxs Wj Iq Oepyda 02;;MALMEDY;;4960;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03546-90_2;;;;;;78101299958;;78101299958;BE;;;;;;;NLE;N;;JMFPA;Sakpgy;;1978-10-12;Rxs Wj Iq Oepyda 02;;MALMEDY;;4960;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03556-03_1;;;;;;73092299934;;73092299934;BE;;;;;;;NLE;N;;DQFXIVX;Fjkudp;;1973-09-22;Rnn Lqh Gljxju Fxjc 5;;MALMEDY;;4960;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03564-11_1;;;;;;70020199967;;70020199967;BE;;;;;;;NLE;N;;BXXAK;Mlcbgfe;;1970-02-01;Rjw Fk Eiedljhjl 371;;ENSIVAL;;4800;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03564-11_2;;;;;;64051699994;;64051699994;BE;;;;;;;NLE;N;;CESBDWH;Bsemps;;1964-05-16;Rjw Fk Eiedljhjl 371;;ENSIVAL;;4800;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03565-12_1;;;;;;70110999984;;70110999984;BE;;;;;;;NLE;N;;PKLQ;Lcqgyyo W W S;;1970-11-09;Rru Ppekd 75;;PEPINSTER;;4860;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03565-12_2;;;;;;74110499927;;74110499927;BE;;;;;;;NLE;N;;LRGXXP;Dxggjxjks G N R;;1974-11-04;Rru Ppekd 75;;PEPINSTER;;4860;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03573-20_1;;;;;;61122799941;;61122799941;BE;;;;;;;NLE;N;;DNVPJYJ;Numbjws;;1961-12-27;Pfy Ho Ihgt 00;;THEUX;;4910;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03573-20_2;;;;;;69022299995;;69022299995;BE;;;;;;;NLE;N;;RQUQLCV;Invproyx G K R;;1969-02-22;Pfy Ho Ihgt 00;;THEUX;;4910;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03579-26_1;;;;;;81090299926;;81090299926;BE;;;;;;;NLE;N;;BRRP;Stwqkxpm R T U;;1981-09-02;Rlrbw St Servjqfgrc 01;;HOMBOURG;;4852;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03579-26_2;;;;;;55092899958;;55092899958;BE;;;;;;;NLE;N;;BLCN;Tdos Yfthxrtb;;1955-09-28;Rlrbw St Servjqfgrc 01;;HOMBOURG;;4852;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03582-29_1;;;;;;68010499925;;68010499925;BE;;;;;;;NLE;N;;LLOOTC;Cktrntqnd;;1968-01-04;Rth Sinpmwlep 754;;WELKENRAEDT;;4840;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03582-29_2;;;;;;70042999917;;70042999917;BE;;;;;;;NLE;N;;KLBDBTS (GXREGXN);Ajgdhn;;1970-04-29;Rth Sinpmwlep 754;;WELKENRAEDT;;4840;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03591-38_1;;;;;;55121299974;;55121299974;BE;;;;;;;NLE;N;;HADPADVT;Jnqscr Rewdak;;1955-12-12;Sajuqig Fjswhfj 81;;LONTZEN;;4710;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03591-38_2;;;;;;59090599956;;59090599956;BE;;;;;;;NLE;N;;UBIPRWF;Rpxvfx;;1959-09-05;Sajuqig Fjswhfj 81;;LONTZEN;;4710;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03592-39_1;;;;;;60082099908;;60082099908;BE;;;;;;;NLE;N;;GMVENQPJK;Mhrlb-wtkajx D;;1960-08-20;Rgw Fmilo Mcot 6/3;;DISON;;4820;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03595-42_1;;;;;;68100899965;;68100899965;BE;;;;;;;NLE;N;;MOYIH;Ckhhhuppw;;1968-10-08;Foxjyh 21;;BAELEN;;4837;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03597-44_1;;;;;;72061899915;;72061899915;BE;;;;;;;NLE;N;;DRGVY;Vptwnpw X W L;;1972-06-18;Rvt Htjtjs Gu Yqia 67;;ANDRIMONT;;4821;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03597-44_2;;;;;;74070999943;;74070999943;BE;;;;;;;NLE;N;;TUMIQWE;Cqwbsrronb D I;;1974-07-09;Rvt Htjtjs Gu Yqia 67;;ANDRIMONT;;4821;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03603-50_1;;;;;;62122299918;;62122299918;BE;;;;;;;NLE;N;;RNBJEF;Majd Ehxy A;;1962-12-22;Rtb Ran Mybwwjb 6;;PLOMBIERES;;4850;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03603-50_2;;;;;;63081999904;;63081999904;BE;;;;;;;NLE;N;;SPFMKBP;Covrmevh M Q;;1963-08-19;Rtb Ran Mybwwjb 6;;PLOMBIERES;;4850;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03612-59_1;;;;;;65012699978;;65012699978;BE;;;;;;;NLE;N;;STUJYS;Bnnix Psdjt H L;;1965-01-26;Cjaldg Ho Eqcglcbh 01;;PLOMBIERES;;4850;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03612-59_2;;;;;;64090799904;;64090799904;BE;;;;;;;NLE;N;;CSDNVFM;Csbnussja Y L;;1964-09-07;Cjaldg Ho Eqcglcbh 01;;PLOMBIERES;;4850;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03614-61_1;;;;;;58020999960;;58020999960;BE;;;;;;;NLE;N;;MRGRB;Ywgrlh Raip;;1958-02-09;Slqtqrimrkeo 56;;EUPEN;;4700;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03620-67_1;;;;;;67020899985;;67020899985;BE;;;;;;;NLE;N;;DTAP;Ducykaqpo E I W;;1967-02-08;Agelhl Uufrdgk Tkuhuos 6;;SPA;;4900;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03631-78_1;;;;;;69060699921;;69060699921;BE;;;;;;;NLE;N;;DUSXEX;Ikau;;1969-06-06;Rsc Mmkaret Chfuk 146;;ROMSEE;;4624;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03631-78_2;;;;;;73050799968;;73050799968;BE;;;;;;;NLE;N;;MEPSO;Mtgadb;;1973-05-07;Rsc Mmkaret Chfuk 146;;ROMSEE;;4624;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03632-79_1;;;;;;60071899961;;60071899961;BE;;;;;;;NLE;N;;GWUHUGX;Bwjarv X Y S;;1960-07-18;Rlm Dtjo Nutftr 0;;STAVELOT;;4970;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03632-79_2;;;;;;62100899936;;62100899936;BE;;;;;;;NLE;N;;DLPCTVR;Mlgmq-jwayht Ki;;1962-10-08;Rlm Dtjo Nutftr 0;;STAVELOT;;4970;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03634-81_1;;;;;;70011299921;;70011299921;BE;;;;;;;NLE;N;;BHJYM;Jevw Qirpip Q N;;1970-01-12;Bnrdlhdbpvy 65;;LA CALAMINE;;4720;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03635-82_1;;;;;;73012699952;;73012699952;BE;;;;;;;NLE;N;;MKNDA;Stesw;;1973-01-26;Ruc Mpgnrb 0;;LA CALAMINE;;4720;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03637-84_1;;;;;;59012399942;;59012399942;BE;;;;;;;NLE;N;;BFJYMJK;Jcck-utivki V;;1959-01-23;Ran Nu Mxrtxdxnra 36;;REMICOURT;;4350;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03637-84_2;;;;;;55112799905;;55112799905;BE;;;;;;;NLE;N;;GIPCSM;Mimwt-pchbwy E;;1955-11-27;Ran Nu Mxrtxdxnra 36;;REMICOURT;;4350;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03641-88_1;;;;;;61021399903;;61021399903;BE;;;;;;;NLE;N;;SXKRI;Averl;;1961-02-13;Rbx Xv Dkrlaytui 80;;LA CALAMINE;;4720;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03641-88_2;;;;;;64012399950;;64012399950;BE;;;;;;;NLE;N;;HBXKSWJ;Cyojyxja I M;;1964-01-23;Rbx Xv Dkrlaytui 80;;LA CALAMINE;;4720;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03644-91_1;;;;;;73111099920;;73111099920;BE;;;;;;;NLE;N;;BYHEFQYPLF;Plyfsndy W F;;1973-11-10;Rlt Wwxfky Wcgyrx 65;;LIMBOURG;;4830;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03649-96_1;;;;;;73032399959;;73032399959;BE;;;;;;;NLE;N;;EMPUUKB;Choqynup R W P;;1973-03-23;Chthyq Lf Vjânaoj 44;;STAVELOT;;4970;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03654-04_1;;;;;;75040299959;;75040299959;BE;;;;;;;NLE;N;;JMYLH;Sqésnhkw E Ww;;1975-04-02;Rdt Uxylul 6;;SPA;;4900;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03654-04_2;;;;;;76100699902;;76100699902;BE;;;;;;;NLE;N;;JUJOBWI;Ifbshbjq M T;;1976-10-06;Rtq Poysgt 7;;SPA;;4900;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03655-05_1;;;;;;79060899974;;79060899974;BE;;;;;;;NLE;N;;PADNYD;Adjbkfd;;1979-06-08;Wytriv, Qoljmqgygße;28/A;AMEL;;4770;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03655-05_2;;;;;;80082099940;;80082099940;BE;;;;;;;NLE;N;;RDBAJA;Mcvtsbx;;1980-08-20;Wcntar, Hlgmhshorßp;28;AMEL;;4770;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03656-06_1;;;;;;69060899958;;69060899958;BE;;;;;;;NLE;N;;CMLYKMH;Mrdhno Qiug;;1969-06-08;Rpqjr Te Scrgn Odof 1;;MALMEDY;;4960;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03656-06_2;;;;;;71122399980;;71122399980;BE;;;;;;;NLE;N;;SYGOOFXUE;Asmaomi;;1971-12-23;Rlgla Xe Gysku Othi 4;;MALMEDY;;4960;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03662-12_1;;;;;;63122699916;;63122699916;BE;;;;;;;NLE;N;;HAGRLV;Ncgh;;1963-12-26;Pfhmpspjmkqy 4/5;;EUPEN;;4700;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03684-34_1;;;;;;69092199977;;69092199977;BE;;;;;;;NLE;N;;FÖICLSQ;Hjrjx;;1969-09-21;Krxwcgatxmnkq 82;;LA CALAMINE;;4720;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03684-34_2;;;;;;74061699920;;74061699920;BE;;;;;;;NLE;N;;HOUNGSVK;Miljqkn;;1974-06-16;Kvsomsvcoaqij 85;;LA CALAMINE;;4720;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03690-40_1;;;;;;71100799961;;71100799961;BE;;;;;;;NLE;N;;PFKPES;Rxwetu Dwwepoa;;1971-10-07;Vslnmnt Jgfl Xu Aünivqgckr 74p;;FAYMONVILLE;;4950;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03690-40_2;;;;;;72061499938;;72061499938;BE;;;;;;;NLE;N;;RLRKEX;Sthjl Kemfchl B;;1972-06-14;Vqiebuy Vqwh Mg Lüeikivuey 78h;;FAYMONVILLE;;4950;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03697-47_1;;;;;;70032999910;;70032999910;BE;;;;;;;NLE;N;;SALKMXML;Kynptfp;;1970-03-29;Svödk;30;HAUSET;;4730;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03697-47_2;;;;;;72022099924;;72022099924;BE;;;;;;;NLE;N;;SPJIFYGV;Ueumpx;;1972-02-20;Swöbp;30;HAUSET;;4730;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03703-53_1;;;;;;64050899943;;64050899943;BE;;;;;;;NLE;N;;DDXROBW;Cesyqask;;1964-05-08;Fnovvgbuynxm;9B;FRANCORCHAMPS;;4970;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03703-53_2;;;;;;75032099994;;75032099994;BE;;;;;;;NLE;N;;CMOOYUA;Vkhtrpux;;1975-03-20;Fmigajoxaumu;9B;FRANCORCHAMPS;;4970;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03724-74_1;;;;;;73071299929;;73071299929;BE;;;;;;;NLE;N;;ZBNVR;Syngqv;;1973-07-12;Rrf Ffv Ddncbrh;104;HERSTAL;;4040;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03724-74_2;;;;;;75052499985;;75052499985;BE;;;;;;;NLE;N;;VYC RYFTELVX;Kstug;;1975-05-24;Rpq Dfr Ucphslu;104;HERSTAL;;4040;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03738-88_1;;;;;;66071699953;;66071699953;BE;;;;;;;NLE;N;;BFMJWONG;Ayeg;;1966-07-16;Rho Xaiqn;195;ST.NICOLAS;;4420;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03738-88_2;;;;;;82071899938;;82071899938;BE;;;;;;;NLE;N;;ILKBIX;Fyfome;;1982-07-18;Rnd Qotkd;195;ST.NICOLAS;;4420;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03740-90_1;;;;;;70122099952;;70122099952;BE;;;;;;;NLE;N;;TIQITPR;Jmhk-bxqnçtpo;;1970-12-20;Rmh Fb Sk Samebou;78;GRACE-HOLLOGNE;;4460;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03740-90_2;;;;;;75112199923;;75112199923;BE;;;;;;;NLE;N;;CXUHTJA;Caaavnpf;;1975-11-21;Rko Dr Xf Knotnib;78;GRACE-HOLLOGNE;;4460;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03748-01_1;;;;;;83032999989;;83032999989;BE;;;;;;;NLE;N;;TBIGCUBS;Vwdiyec;;1983-03-29;Ryr Yuyspj Xujapead;36;AMAY;;4540;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03748-01_2;;;;;;87041699985;;87041699985;BE;;;;;;;NLE;N;;BXXE;Sbéqhxddu;;1987-04-16;Rxo Vqrgwp Wnvyyxje;36;AMAY;;4540;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03754-07_1;;;;;;80072499910;;80072499910;BE;;;;;;;NLE;N;;PJKNHU;Fgisrwlra;;1980-07-24;Ryu Ss Ag Phkxwbbb;14;Angleur;;4031;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03754-07_2;;;;;;78081199974;;78081199974;BE;;;;;;;NLE;N;;DXVXNV;Avikhp;;1978-08-11;Rqb Ap Nl Jjbamjwy;14;Angleur;;4031;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03756-09_1;;;;;;75081999962;;75081999962;BE;;;;;;;NLE;N;;MDCG;Scbgsg;;1975-08-19;Ruw Nid Fwxioxd Upccbi;135;Herstal;;4040;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03763-16_1;;;;;;87050999911;;87050999911;BE;;;;;;;NLE;N;;CHURCS;Bggie;;1987-05-09;Ajqém Lqp Tnxhgeopb;4;Comblain-Fairon;;4180;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03763-16_2;;;;;;90110799979;;90110799979;BE;;;;;;;NLE;N;;BWOGPH;Jqtjmrd;;1990-11-07;Abxég Cic Knogpjykw;4;Comblain-Fairon;;4180;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03768-21_1;;;;;;86070699994;;86070699994;BE;;;;;;;NLE;N;;DPXRYO;Sbnpc;;1986-07-06;Rrfff Vxe Remklf;10;Malmedy;;4960;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03768-21_2;;;;;;82090599954;;82090599954;BE;;;;;;;NLE;N;;VXFECUBJURFN;Nojxwmta;;1982-09-05;Rtjib Xjh Xicecj;10;Malmedy;;4960;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03770-23_1;;;;;;83062399996;;83062399996;BE;;;;;;;NLE;N;;OGHATYRD;Npvwu;;1983-06-23;Rsk Fm Leej Xfn;44;Tilleur;;4420;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03774-27_1;;;;;;71071599991;;71071599991;BE;;;;;;;NLE;N;;CQSAQJ;Vwwènh;;1971-07-15;Rwj Cg Xvou Up Wtwsxy;187;Ougrée;;4102;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03780-33_1;;;;;;83060299947;;83060299947;BE;;;;;;;NLE;N;;RIEJHJ;Aaxwixrrn;;1983-06-02;Rlu Kvyvfduap Kyeuvg;13;Lens-Saint-Remy;;4280;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03780-33_2;;;;;;91041999979;;91041999979;BE;;;;;;;NLE;N;;VUBMJIIXR;Mrlaa-xnqa;;1991-04-19;Rhx Xdyrqmbrr Mehxqt;13;Lens-Saint-Remy;;4280;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03781-34_1;;;;;;91020999974;;91020999974;BE;;;;;;;NLE;N;;SPQCMDSHX;Ejyxc;;1991-02-09;Rur Lpfbh Fcfcn;13;Herstal;;4040;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03781-34_2;;;;;;91080599942;;91080599942;BE;;;;;;;NLE;N;;SNQNWSOM;Apuhnh;;1991-08-05;Rjb Meesp Yhjmp;13;Herstal;;4040;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03784-37_1;;;;;;74030199961;;74030199961;BE;;;;;;;NLE;N;;MYFGVAXA;Osbwpdw;;1974-03-01;Cpoé Ts Humpsir;1;Stavelot;;4970;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03784-37_2;;;;;;75103099937;;75103099937;BE;;;;;;;NLE;N;;SCJJFRE;Loswefvx;;1975-10-30;Cxté Yv Rossmmh;1;Stavelot;;4970;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03792-45_1;;;;;;78040199955;;78040199955;BE;;;;;;;NLE;N;;VGGAJA;Fadèif;;1978-04-01;Rmy Igb Yhotagy;51;OugréeLiège;;4102;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03800-53_1;;;;;;78091899965;;78091899965;BE;;;;;;;NLE;N;;ANXPJLX;Aaednfoydp;;1978-09-18;Rtq Tdggd Seisk;147;Seraing;;4100;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03800-53_2;;;;;;73060799975;;73060799975;BE;;;;;;;NLE;N;;LNELCFSRR;Sxdvb;;1973-06-07;Rul Sudsl Jjvwr;147;Seraing;;4100;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03803-56_1;;;;;;58030499923;;58030499923;BE;;;;;;;NLE;N;;CJPGSCTY;Syaskx;;1958-03-04;Rnw Vjéfak;50/;Liège;;4020;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03804-57_1;;;;;;87090499992;;87090499992;BE;;;;;;;NLE;N;;LFMLIOY;Cécfmf;;1987-09-04;Rqd Rudosamn;24;Lambermont;;4800;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03804-57_2;;;;;;83082499980;;83082499980;BE;;;;;;;NLE;N;;DBMWVK;Béoémlyn;;1983-08-24;Rct Gmbhcsfo;24;Lambermont;;4800;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03807-60_1;;;;;;81110199970;;81110199970;BE;;;;;;;NLE;N;;RFTSD;Aufk Jbkiia;;1981-11-01;Rjw Kmoiadjb;121;Liège;;4000;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03807-60_2;;;;;;89110199944;;89110199944;BE;;;;;;;NLE;N;;SDENYX YGAYRP;.;;1989-11-01;Rxq Msfnicqe;121;Liège;;4000;;BE;;;;;;;;;;;;;;;;;0;0
444555999;220-00-03809-62_1;;;;;;87052399976;;87052399976;BE;;;;;;;NLE;N;;NJAA;Mbsd;;1987-05-23;Rde Geyé Lfrajxjol;69;Ougrée;;4102;;BE;;;;;;;;;;;;;;;;;0;0
